DBID	Name	Group
DB08462	N-(4-PHENYLAMINO-QUINAZOLIN-6-YL)-ACRYLAMIDE	experimental
DB08463	(2R)-2-({9-(1-methylethyl)-6-[(4-pyridin-2-ylbenzyl)amino]-9H-purin-2-yl}amino)butan-1-ol	experimental
DB08464	METHYL 3-CHLORO-2-{3-[(2,5-DIHYDROXY-4-METHOXYPHENYL)AMINO]-3-OXOPROPYL}-4,6-DIHYDROXYBENZOATE	experimental
DB08465	2-(3-AMINO-2,5,6-TRIMETHOXYPHENYL)ETHYL 5-CHLORO-2,4-DIHYDROXYBENZOATE	experimental
DB08466	5-[2-(4-hydroxyphenyl)ethyl]benzene-1,3-diol	experimental
DB08467	6-(2,3,4,5,6,7-HEXAHYDRO-2,4,4-TRIMETHYL-1-METYLENEINDEN-2-YL)-3-METHYLHEXA-2,4-DIENOIC ACID	experimental
DB08469	tert-butyl 4-(3-thiophen-2-yl-1,2,4-oxadiazol-5-yl)piperidine-1-carboxylate	experimental
DB08470	3-(4-fluorophenyl)-5-phenyl-4H-1,2,4-triazole	experimental
DB08471	1-(thiophen-2-ylacetyl)-4-(3-thiophen-2-yl-1,2,4-oxadiazol-5-yl)piperidine	experimental
DB08472	(R)-Fluoxetine	experimental
DB08473	Dichlororibofuranosylbenzimidazole	experimental
DB08474	3-(CARBOXYAMIDE(2-CARBOXYAMIDE-2-TERTBUTYLETHYL))PENTAN	experimental
DB08475	[(4R)-2,2-dimethyl-1,3-dioxolan-4-yl]methyl hydrogen hex-5-enylphosphonate	experimental
DB08476	3-AMINO-AZACYCLOTRIDECAN-2-ONE	experimental
DB08478	N-[2-Chloro-5-(trifluoromethyl)phenyl]imidodicarbonimidic diamide	experimental
DB08479	N-(3,5-dimethoxyphenyl)imidodicarbonimidic diamide	experimental
DB08480	4-HYDROXY-N-PROPARGYL-1(R)-AMINOINDAN	experimental
DB08481	4-Methyl-N-[5-(5-methyl-furan-2-ylmethylene)-4-oxo-thiazolidin-2-ylidene]-benzenesulfonamide	experimental
DB08482	[[1-[N-HYDROXY-ACETAMIDYL]-3-METHYL-BUTYL]-CARBONYL-LEUCINYL]-ALANINE ETHYL ESTER	experimental
DB08484	4-AMINO-N-[(2-SULFANYLETHYL)CARBAMOYL]BENZENESULFONAMIDE	experimental
DB08485	(1S,4S,5S)-1,4,5-TRIHYDROXY-3-[3-(PHENYLTHIO)PHENYL]CYCLOHEX-2-ENE-1-CARBOXYLIC ACID	experimental
DB08486	Efaproxiral	investigational
DB08487	3-({4-[(6-CHLORO-1-BENZOTHIEN-2-YL)SULFONYL]-2-OXOPIPERAZIN-1-YL}METHYL)BENZENECARBOXIMIDAMIDE	experimental
DB08488	4-{[(E)-2-(5-CHLOROTHIEN-2-YL)VINYL]SULFONYL}-1-(1H-PYRROLO[3,2-C]PYRIDIN-2-YLMETHYL)PIPERAZIN-2-ONE	experimental
DB08489	N4-HYDROXY-2-ISOBUTYL-N1-(9-OXO-1,8-DIAZA-TRICYCLO[10.6.1.013,18]NONADECA-12(19),13,15,17-TETRAEN-10-YL)-SUCCINAMIDE	experimental
DB08490	CTS-1027	experimental, investigational
DB08491	N-HYDROXY-2-[4-(4-PHENOXY-BENZENESULFONYL)-TETRAHYDRO-PYRAN-4-YL]-ACETAMIDE	experimental
DB08492	(2E)-3-(2-OCT-1-YN-1-YLPHENYL)ACRYLIC ACID	experimental
DB08493	5-METHYL-3-(9-OXO-1,8-DIAZA-TRICYCLO[10.6.1.013,18]NONADECA-12(19),13,15,17-TETRAEN-10-YLCARBAMOYL)-HEXANOIC ACID	experimental
DB08494	S-{2-[(2-chloro-4-sulfamoylphenyl)amino]-2-oxoethyl} 6-methyl-3,4-dihydroquinoline-1(2H)-carbothioate	experimental
DB08495	4-({4-[(6-CHLORO-1-BENZOTHIEN-2-YL)SULFONYL]-2-OXOPIPERAZIN-1-YL}METHYL)BENZENECARBOXIMIDAMIDE	experimental
DB08496	(R)-warfarin	experimental
DB08497	(1S)-2-oxo-1-phenyl-2-[(1,3,4-trioxo-1,2,3,4-tetrahydroisoquinolin-5-yl)amino]ethyl acetate	experimental
DB08498	(1S)-1-(3-chlorophenyl)-2-oxo-2-[(1,3,4-trioxo-1,2,3,4-tetrahydroisoquinolin-5-yl)amino]ethyl acetate	experimental
DB08499	N-[3-(2-fluoroethoxy)phenyl]-N'-(1,3,4-trioxo-1,2,3,4-tetrahydroisoquinolin-6-yl)butanediamide	experimental
DB08500	(3S,5R,7R,8S,9S,10R)-7-(hydroxymethyl)-3-(2-naphthyl)-1,6-dioxa-2-azaspiro[4.5]decane-8,9,10-triol	experimental
DB08501	DIETHYL PROPANE-1,3-DIYLBISCARBAMATE	experimental
DB08502	Capravirine	investigational
DB08503	(3S,5R,7R,8S,9S,10R)-7-(hydroxymethyl)-3-(4-methylphenyl)-1,6-dioxa-2-azaspiro[4.5]decane-8,9,10-triol	experimental
DB08504	6-(4-{(1S,2S)-2-AMINO-1-[(DIMETHYLAMINO)CARBONYL]-3-[(3S)-3-FLUOROPYRROLIDIN-1-YL]-3-OXOPROPYL}PHENYL)-1H-[1,2,4]TRIAZOLO[1,5-A]PYRIDIN-4-IUM	experimental
DB08505	methyl 4-bromo-N-[8-(hydroxyamino)-8-oxooctanoyl]-L-phenylalaninate	experimental
DB08506	N-{(2S)-3-[(1R)-1-aminoethyl](hydroxy)phosphoryl-2-benzylpropanoyl}-L-phenylalanine	experimental
DB08507	N-[[2-METHYL-4-HYDROXYCARBAMOYL]BUT-4-YL-N]-BENZYL-P-[PHENYL]-P-[METHYL]PHOSPHINAMID	experimental
DB08508	N-BENZOYL-D-ALANINE	experimental
DB08509	1-[6-(2-CHLORO-4-METHYXYPHENOXY)-HEXYL]-IMIDAZOLE	experimental
DB08510	5-ALPHA-PREGNANE-3-BETA-OL-HEMISUCCINATE	experimental
DB08511	6-amino-2-methyl-1,7-dihydro-8H-imidazo[4,5-g]quinazolin-8-one	experimental
DB08512	6-amino-2-[(1-naphthylmethyl)amino]-3,7-dihydro-8H-imidazo[4,5-g]quinazolin-8-one	experimental
DB08513	[4-({5-(AMINOCARBONYL)-4-[(3-METHYLPHENYL)AMINO]PYRIMIDIN-2-YL}AMINO)PHENYL]ACETIC ACID	experimental
DB08514	6-amino-2-[(thiophen-2-ylmethyl)amino]-1,7-dihydro-8H-imidazo[4,5-g]quinazolin-8-one	experimental
DB08515	(3AR,6R,6AS)-6-((S)-((S)-CYCLOHEX-2-ENYL)(HYDROXY)METHYL)-6A-METHYL-4-OXO-HEXAHYDRO-2H-FURO[3,2-C]PYRROLE-6-CARBALDEHYDE	experimental
DB08516	(S)-(+)-2-[4-(FLUOROBENZYLOXY-BENZYLAMINO)PROPIONAMIDE]	experimental
DB08517	Sakuranetin	experimental
DB08519	N~4~-(3-methyl-1H-indazol-6-yl)-N~2~-(3,4,5-trimethoxyphenyl)pyrimidine-2,4-diamine	experimental
DB08520	(21S)-1AZA-4,4-DIMETHYL-6,19-DIOXA-2,3,7,20-TETRAOXOBICYCLO[19.4.0] PENTACOSANE	experimental
DB08521	4-[4-(4-Fluorophenyl)-2-[4-[(R)-methylsulfinyl]phenyl]-1H-imidazol-5-yl]pyridine	experimental
DB08522	4-(4-FLUOROPHENYL)-1-CYCLOROPROPYLMETHYL-5-(4-PYRIDYL)-IMIDAZOLE	experimental
DB08523	[HYDROXY(3-PHENYLPROPYL)AMINO]METHANOL	experimental
DB08524	2-(3-BENZOYLPHENOXY)ETHYL(HYDROXY)FORMAMIDE	experimental
DB08525	HYDROXY[3-(6-METHYLPYRIDIN-2-YL)PROPYL]FORMAMIDE	experimental
DB08526	CARBOBENZYLOXY-(L)-LEUCINYL-(L)LEUCINYL METHOXYMETHYLKETONE	experimental
DB08527	1-[4-(AMINOSULFONYL)PHENYL]-1,6-DIHYDROPYRAZOLO[3,4-E]INDAZOLE-3-CARBOXAMIDE	experimental
DB08528	2-AMINO-6-(3,5-DIMETHYLPHENYL)SULFONYLBENZONITRILE	experimental
DB08529	(6E,11E)-HEPTADECA-6,11-DIENE-9,9-DIYLBIS(PHOSPHONIC ACID)	experimental
DB08530	7-BENZYL-1,3-DIMETHYL-8-PIPERAZIN-1-YL-3,7-DIHYDRO-PURINE-2,6-DIONE	experimental
DB08531	5-(2,3-dichlorophenyl)-N-(pyridin-4-ylmethyl)pyrazolo[1,5-a]pyrimidin-7-amine	experimental
DB08532	6-(2-fluorophenyl)-N-(pyridin-3-ylmethyl)imidazo[1,2-a]pyrazin-8-amine	experimental
DB08533	3-methyl-N-(pyridin-4-ylmethyl)imidazo[1,2-a]pyrazin-8-amine	experimental
DB08534	5-(2-fluorophenyl)-N-(pyridin-4-ylmethyl)pyrazolo[1,5-a]pyrimidin-7-amine	experimental
DB08535	3-bromo-5-phenyl-N-(pyridin-3-ylmethyl)pyrazolo[1,5-a]pyrimidin-7-amine	experimental
DB08536	3-bromo-5-phenyl-N-(pyrimidin-5-ylmethyl)pyrazolo[1,5-a]pyridin-7-amine	experimental
DB08537	3-bromo-6-phenyl-N-(pyrimidin-5-ylmethyl)imidazo[1,2-a]pyridin-8-amine	experimental
DB08538	N-((2-aminopyrimidin-5-yl)methyl)-5-(2,6-difluorophenyl)-3-ethylpyrazolo[1,5-a]pyrimidin-7-amine	experimental
DB08539	3-cyclopropyl-5-phenyl-N-(pyridin-3-ylmethyl)pyrazolo[1,5-a]pyrimidin-7-amine	experimental
DB08540	2-[4-(2H-1,4-BENZOTHIAZINE-3-YL)-PIPERAZINE-1-LY]-1,3-THIAZOLE-4-CARBOXYLIC ACID ETHYLESTER	experimental
DB08541	[(3S)-9-hydroxy-1-methyl-10-oxo-4,10-dihydro-3H-benzo[g]isochromen-3-yl]acetic acid	experimental
DB08542	3,4-dihydroxy-9,10-secoandrosta-1(10),2,4-triene-9,17-dione	experimental
DB08543	1-[2-HYDROXY-3-(4-CYCLOHEXYL-PHENOXY)-PROPYL]-4-(2-PYRIDYL)-PIPERAZINE	experimental
DB08544	(S)-Fluoxetine	experimental
DB08545	(1S)-1-Phenylethyl (4-acetamidobenzyl)phosphonate	experimental
DB08546	4-[(3AS,4R,7R,8AS,8BR)-2-(1,3-BENZODIOXOL-5-YLMETHYL)-7-HYDROXY-1,3-DIOXODECAHYDROPYRROLO[3,4-A]PYRROLIZIN-4-YL]BENZENECARBOXIMIDAMIDE	experimental
DB08547	PROGESTERONE-11-ALPHA-OL-HEMISUCCINATE	experimental
DB08548	[(4S)-2,2-dimethyl-1,3-dioxolan-4-yl]methyl hydrogen hex-5-enylphosphonate	experimental
DB08549	(3R)-METHYLCARBAMOYL-7-SULFOAMINO-3,4-DIHYDRO-1H-ISOQUINOLINE-2-CARBOXYLIC ACID BENZYL ESTER	experimental
DB08550	7,8-Dichloro-1,2,3,4-tetrahydroisoquinoline	experimental
DB08551	3-{(R)-(Dihydroxyboryl)[(2-thienylacetyl)amino]methyl}benzoic acid	experimental
DB08552	(1R)-1-(2-thienylacetylamino)-1-phenylmethylboronic acid	experimental
DB08553	(1E)-5-(1-piperidin-4-yl-3-pyridin-4-yl-1H-pyrazol-4-yl)-2,3-dihydro-1H-inden-1-one oxime	experimental
DB08554	N-(3-carboxypropanoyl)-L-norvaline	experimental
DB08555	1-(3-bromophenyl)-7-chloro-6-methoxy-3,4-dihydroisoquinoline	experimental
DB08556	5'-ACETYL-4-{[(2,4-DIMETHYLPHENYL)SULFONYL]AMINO}-2,2'-BITHIOPHENE-5-CARBOXYLIC ACID	experimental
DB08557	2-[(2-methoxyethyl)amino]-4-(4-oxo-1,2,3,4-tetrahydro-9H-carbazol-9-yl)benzamide	experimental
DB08558	2-HYDROXYMETHYL-6-OCTYLSULFANYL-TETRAHYDRO-PYRAN-3,4,5-TRIOL	experimental
DB08559	N-[(2S,4S,6R)-2-(dihydroxymethyl)-4-hydroxy-3,3-dimethyl-7-oxo-4lambda~4~-thia-1-azabicyclo[3.2.0]hept-6-yl]-2-phenylacetamide	experimental
DB08560	3-FLUORO-N-[1-(4-FLUOROPHENYL)-3-(2-THIENYL)-1H-PYRAZOL-5-YL]BENZENESULFONAMIDE	experimental
DB08561	BENZYL 6-BENZYL-5,7-DIOXO-6,7-DIHYDRO-5H-[1,3]THIAZOLO[3,2-C]PYRIMIDINE-2-CARBOXYLATE	experimental
DB08562	4-(4-STYRYL-PHENYLCARBAMOYL)-BUTYRIC ACID	experimental
DB08564	(2E)-N-{4-[(3-bromophenyl)amino]quinazolin-6-yl}-4-(dimethylamino)but-2-enamide	experimental
DB08565	L-1-naphthyl-2-acetamido-ethane boronic acid	experimental
DB08566	D-1-naphthyl-2-acetamido-ethane boronic acid	experimental
DB08568	A-674563	experimental
DB08569	3-PYRIDIN-4-YL-2,4-DIHYDRO-INDENO[1,2-.C.] PYRAZOLE	experimental
DB08570	4-(ACETYLAMINO)-3-HYDROXY-5-NITROBENZOIC ACID	experimental
DB08571	4-(ACETYLAMINO)-5-AMINO-3-HYDROXYBENZOIC ACID	experimental
DB08572	4-{[4-AMINO-6-(CYCLOHEXYLMETHOXY)-5-NITROSOPYRIMIDIN-2-YL]AMINO}BENZAMIDE	experimental
DB08573	3-[(4-CHLOROANILINO)SULFONYL]THIOPHENE-2-CARBOXYLIC ACID	experimental
DB08574	(5R)-2-sulfanyl-5-[4-(trifluoromethyl)benzyl]-1,3-thiazol-4(5H)-one	experimental
DB08575	2-[(1S)-1-BENZYL-2-SULFANYLETHYL]-1H-IMIDAZO[4,5-C]PYRIDIN-5-IUM	experimental
DB08576	1-(5-TERT-BUTYL-1,3,4-OXADIAZOL-2-YL)-2-(METHYLAMINO)ETHANONE	experimental
DB08577	3-[(3-(2-CARBOXYETHYL)-4-METHYLPYRROL-2-YL)METHYLENE]-2-INDOLINONE	experimental
DB08578	4-[(5-bromopyridin-2-yl)amino]-4-oxobutanoic acid	experimental
DB08579	4-bromo-2-{[(3R,5S)-3,5-dimethylpiperidin-1-yl]carbonyl}aniline	experimental
DB08580	4-bromo-2-{[(2R)-2-(2-chlorobenzyl)pyrrolidin-1-yl]carbonyl}aniline	experimental
DB08581	4-[(4-bromo-2-{[(3R,5S)-3,5-dimethylpiperidin-1-yl]carbonyl}phenyl)amino]-4-oxobutanoic acid	experimental
DB08582	N-(4-bromo-2-{[(3R,5S)-3,5-dimethylpiperidin-1-yl]carbonyl}phenyl)-4-morpholin-4-yl-4-oxobutanamide	experimental
DB08583	2-amino-5-[3-(1-ethyl-1H-pyrazol-5-yl)-1H-pyrrolo[2,3-b]pyridin-5-yl]-N,N-dimethylbenzamide	experimental
DB08585	S-[2-({N-[(2S)-2-hydroxy-3,3-dimethyl-4-(phosphonooxy)butanoyl]-beta-alanyl}amino)ethyl] hexanethioate	experimental
DB08586	S-[2-({N-[(2S)-2-hydroxy-3,3-dimethyl-4-(phosphonooxy)butanoyl]-beta-alanyl}amino)ethyl] octanethioate	experimental
DB08587	Sinapic acid	experimental
DB08588	2-({2-[(3R)-3-AMINOPIPERIDIN-1-YL]-4-OXOQUINAZOLIN-3(4H)-YL}METHYL)BENZONITRILE	experimental
DB08589	SYRINGATE	experimental
DB08590	1-(3-HYDROXYPROPYL)-2-[(3-NITROBENZOYL)AMINO]-1H-BENZIMIDAZOL-5-YL PIVALATE	experimental
DB08591	5-(4-METHOXYBIPHENYL-3-YL)-1,2,5-THIADIAZOLIDIN-3-ONE 1,1-DIOXIDE	experimental
DB08593	1,2,5-THIADIAZOLIDIN-3-ONE-1,1-DIOXIDE	experimental
DB08594	TERT-BUTYL 2-CYANO-2-METHYLHYDRAZINECARBOXYLATE	experimental
DB08595	4-[(1S,2R,5S)-4,4,8-TRIMETHYL-3-OXABICYCLO[3.3.1]NON-7-EN-2-YL]PHENOL	experimental
DB08596	5'-deoxy-5'-piperidin-1-ylthymidine	experimental
DB08597	Dorsomorphin	experimental
DB08598	R-82913	experimental
DB08599	N-[(4-methoxyphenyl)sulfonyl]-D-alanine	experimental
DB08600	Tivirapine	experimental
DB08601	Tributyltin	experimental
DB08602	3-(2,6-difluorophenyl)-2-(methylthio)quinazolin-4(3H)-one	experimental
DB08603	N-[(1S)-5-amino-1-(chloroacetyl)pentyl]-4-methylbenzenesulfonamide	experimental
DB08604	Triclosan	approved, investigational
DB08605	6-METHYL-2(PROPANE-1-SULFONYL)-2H-THIENO[3,2-D][1,2,3]DIAZABORININ-1-OL	experimental
DB08606	(3R,4S)-1-[(4-AMINO-5H-PYRROLO[3,2-D]PYRIMIDIN-7-YL)METHYL]-4-[(METHYLSULFANYL)METHYL]PYRROLIDIN-3-OL	experimental
DB08607	(5R)-5-(4-{[(2R)-6-HYDROXY-2,5,7,8-TETRAMETHYL-3,4-DIHYDRO-2H-CHROMEN-2-YL]METHOXY}BENZYL)-1,3-THIAZOLIDINE-2,4-DIONE	experimental
DB08608	4-({(2R,5S)-2,5-DIMETHYL-4-[(2R)-3,3,3-TRIFLUORO-2-HYDROXY-2-METHYLPROPANOYL]PIPERAZIN-1-YL}CARBONYL)BENZONITRILE	experimental
DB08609	(2R)-N-{4-[Ethyl(phenyl)sulfamoyl]-2-methylphenyl}-3,3,3-trifluoro-2-hydroxy-2-methylpropanamide	experimental
DB08610	N-(2-AMINOETHYL)-2-{3-CHLORO-4-[(4-ISOPROPYLBENZYL)OXY]PHENYL} ACETAMIDE	experimental
DB08611	2-[(2',3',4'-TRIFLUOROBIPHENYL-2-YL)OXY]ETHANOL	experimental
DB08612	1,1,1-TRIFLUORO-3-(OCTYLTHIO)ACETONE	experimental
DB08613	2,2,2-TRIFLUORO-1-{5-[(3-PHENYL-5,6-DIHYDROIMIDAZO[1,2-A]PYRAZIN-7(8H)-YL)CARBONYL]THIOPHEN-2-YL}ETHANE-1,1-DIOL	experimental
DB08614	3-[[(METHYLAMINO)SULFONYL]AMINO]-2-OXO-6-PHENYL-N-[3,3,3-TRIFLUORO-1-(1-METHYLETHYL)-2-OXOPHENYL]-1(2H)-PYRIDINE ACETAMIDE	experimental
DB08615	2-[4-(DIMETHYLAMINO)PHENYL]-6-HYDROXY-3-METHYL-1,3-BENZOTHIAZOL-3-IUM	experimental
DB08617	4-(2,2,2-TRIFLUOROETHYL)-L-PHENYLALANINE	experimental
DB08618	3-(HYDROXY-PHENYL-PHOSPHINOYLOXY)-8-METHYL-8-AZA-BICYCLO[3.2.1]OCTANE-2-CARBOXYLIC ACID METHYL ESTER	experimental
DB08619	Testosterone succinate	experimental
DB08620	Thiacloprid	experimental
DB08621	Thiamphenicol	experimental, investigational
DB08622	4-(4-CHLORO-PHENYL)-1-{3-[2-(4-FLUORO-PHENYL)-[1,3]DITHIOLAN-2-YL]-PROPYL}-PIPERIDIN-4-OL	experimental
DB08623	2-[CARBOXY-(2-THIOPHEN-2-YL-ACETYLAMINO)-METHYL]-5-METHYLENE-5,6-DIHYDRO-2H-[1,3]THIAZINE-4-CARBOXYLIC ACID	experimental
DB08624	1-[(4S)-4-amino-5-(1,3-benzothiazol-2-yl)-5-oxopentyl]guanidine	experimental
DB08626	Thiorphan	experimental
DB08627	(5R)-4-HYDROXY-3,5-DIMETHYL-5-[(1E,3E)-2-METHYLPENTA-1,3-DIENYL]THIOPHEN-2(5H)-ONE	experimental
DB08628	(5R)-5-[(1E)-BUTA-1,3-DIENYL]-4-HYDROXY-3,5-DIMETHYLTHIOPHEN-2(5H)-ONE	experimental
DB08629	N1-(2-AMINO-4-METHYLPENTYL)OCTAHYDRO-PYRROLO[1,2-A] PYRIMIDINE	experimental
DB08631	N-(4-CHLOROPHENYL)-1,2,3,4-TETRAHYDROISOQUINOLINE-7-SULFONAMIDE	experimental
DB08632	Trimesic acid	experimental
DB08633	TNP-470	investigational
DB08634	6-BENZYL-1-BENZYLOXYMETHYL-5-ISOPROPYL URACIL	experimental
DB08635	N-(TRANS-4'-NITRO-4-STILBENYL)-N-METHYL-5-AMINO-PENTANOIC ACID	experimental
DB08636	2-Hydroxybenzalpyruvate	experimental
DB08637	4-(2-METHOXYPHENYL)-2-OXOBUT-3-ENOIC ACID	experimental
DB08638	1-hydroperoxy-L-tryptophan	experimental
DB08639	Dapivirine	investigational
DB08640	(2S,3S)-3-FORMYL-2-({[(4-METHYLPHENYL)SULFONYL]AMINO}METHYL)PENTANOIC ACID	experimental
DB08641	(2S,3S)-3-FORMYL-2-({[(4-NITROPHENYL)SULFONYL]AMINO}METHYL)PENTANOIC ACID	experimental
DB08642	(2R,6S)-6-{[methyl(3,4,5-trimethoxyphenyl)amino]methyl}-1,2,5,6,7,8-hexahydroquinazoline-2,4-diamine	experimental
DB08643	2-(2-{2-[(BIPHENYL-4-YLMETHYL)-AMINO]-3-MERCAPTO-PENTANOYLAMINO}-ACETYLAMINO)-3-METHYL-BUTYRIC ACID METHYL ESTER	experimental
DB08644	{1-[2-(1-FORMYL-PROPYL)-3-METHANESULFONYLAMINO-PYRROLIDINE-1-CARBONYL]-2-METHYL-PROPYL}-CARBAMIC ACID TERT-BUTYL ESTER	experimental
DB08645	6-CHLORO-3-(DICHLOROMETHYL)-3,4-DIHYDRO-2H-1,2,4-BENZOTHIADIAZINE-7-SULFONAMIDE 1,1-DIOXIDE	experimental
DB08646	TRW3-(2-AMINO-3-HYDROXY-PROPYL)-6-(N'-CYCLOHEXYL-HYDRAZINO)OCTAHYDRO-INDOL-7-OL	experimental
DB08647	Trazeolide	experimental
DB08648	8-Hydroxy-2-oxa-bicyclo[3.3.1]non-6-ene-3,5-dicarboxylic acid	experimental
DB08649	(1S)-1-AMINO-2-(1H-INDOL-3-YL)ETHANOL	experimental
DB08651	3'-THIO-THYMIDINE-5'-PHOSPHATE	experimental
DB08652	Indoleacetamide	experimental
DB08653	Tryptamine	experimental
DB08654	TRANS-(1S,2S)-2-AMINO-1,2,3,4-TETRAHYDRONAPHTHALEN-1-OL	experimental
DB08655	9-ACETYL-2,3,4,9-TETRAHYDRO-1H-CARBAZOL-1-ONE	experimental
DB08656	5-amino-2-methyl-N-[(1R)-1-naphthalen-1-ylethyl]benzamide	experimental
DB08657	2-(4-(2-((3-(5-(PYRIDIN-2-YLTHIO)THIAZOL-2-YL)UREIDO)METHYL)-1H-IMIDAZOL-4-YL)PHENOXY)ACETIC ACID	experimental
DB08658	Ethyl hydrogen diethylamidophosphate	experimental
DB08659	2-(hydrazinocarbonyl)-3-phenyl-1H-indole-5-sulfonamide	experimental
DB08660	Quinalizarin	experimental
DB08661	1-(2,5-dideoxy-5-pyrrolidin-1-yl-beta-L-erythro-pentofuranosyl)-5-methylpyrimidine-2,4(1H,3H)-dione	experimental
DB08662	3-[1-(4-BROMO-PHENYL)-2-METHYL-PROPYL]-4-HYDROXY-CHROMEN-2-ONE	experimental
DB08663	4-HYDROXY-7-METHOXY-3-(1-PHENYL-PROPYL)-CHROMEN-2-ONE	experimental
DB08664	({3-[1-(4-Hydroxy-2-oxo-2H-chromen-3-yl)-propyl]-phenylcarbamoyl}-methyl)-carbamic acid tert-butyl ester	experimental
DB08665	6,11-DIHYDRO-11-ETHYL-6-METHYL-9-NITRO-5H-PYRIDO[2,3-B][1,5]BENZODIAZEPIN-5-ONE	experimental
DB08666	5-imino-4-(3-trifluoromethyl-phenylazo)-5H-pyrazol-3-ylamine	experimental
DB08667	4-(4-fluoro-phenylazo)-5-imino-5H-pyrazol-3-ylamine	experimental
DB08668	3-(5-Amino-3-imino-3H-pyrazol-4-ylazo)-benzoic acid	experimental
DB08669	METHYL N-[(2S,3R)-3-AMINO-2-HYDROXY-3-(4-METHYLPHENYL)PROPANOYL]-D-ALANYL-D-LEUCINATE	experimental
DB08670	METHYL N-[(2S,3R)-3-AMINO-2-HYDROXY-3-(4-ISOPROPYLPHENYL)PROPANOYL]-D-ALANYL-D-LEUCINATE	experimental
DB08671	5-Imino-4-(2-trifluoromethyl-phenylazo)-5H-pyrazol-3-ylamine	experimental
DB08672	4-[(3R)-3-{[2-(4-FLUOROPHENYL)-2-OXOETHYL]AMINO}BUTYL]BENZAMIDE	experimental
DB08673	4-[(5-ISOPROPYL-1,3-THIAZOL-2-YL)AMINO]BENZENESULFONAMIDE	experimental
DB08674	(20S)-19,20,21,22-TETRAHYDRO-19-OXO-5H-18,20-ETHANO-12,14-ETHENO-6,10-METHENO-18H-BENZ[D]IMIDAZO[4,3-K][1,6,9,12]OXATRIAZA-CYCLOOCTADECOSINE-9-CARBONITRILE	experimental
DB08675	(5Z)-7-{(1R,4S,5R,6R)-6-[(1E)-1-Octen-1-yl]-2,3-diazabicyclo[2.2.1]hept-2-en-5-yl}-5-heptenoic acid	experimental
DB08676	(20S)-19,20,22,23-TETRAHYDRO-19-OXO-5H,21H-18,20-ETHANO-12,14-ETHENO-6,10-METHENOBENZ[D]IMIDAZO[4,3-L][1,6,9,13]OXATRIAZACYCLONOADECOSINE-9-CARBONITRILE	experimental
DB08677	N-(5-Isopropyl-thiazol-2-YL)-2-pyridin-3-YL-acetamide	experimental
DB08678	(4-ETHYLPHENYL)SULFAMIC ACID	experimental
DB08680	N-{3-[(E)-(tert-butoxyimino)methyl]-4-chlorophenyl}-2-methylfuran-3-carbimidothioic acid	experimental
DB08681	1-METHYL ETHYL 2-CHLORO-5-[[[(1-METHYLETHOXY)THIOOXO]METHYL]AMINO]-BENZOATE	experimental
DB08682	1-METHYL ETHYL 1-CHLORO-5-[[(5,6DIHYDRO-2-METHYL-1,4-OXATHIIN-3-YL)CARBONYL]AMINO]BENZOATE	experimental
DB08683	REL-(9R,12S)-9,10,11,12-TETRAHYDRO-9,12-EPOXY-1H-DIINDOLO[1,2,3-FG:3',2',1'-KL]PYRROLO[3,4-I][1,6]BENZODIAZOCINE-1,3(2H)-DIONE	experimental
DB08684	O-Decyl Hydrogen Thiocarbonate	experimental
DB08685	1-(1,4-dimethyl-1,2,3,4-tetrahydroquinoxalin-6-yl)methanamine	experimental
DB08686	5,6,7,8,9,10-HEXAHYDRO-4-HYDROXY-3-(1-PHENYLPROPYL)CYCLOOCTA[B]PYRAN-2-ONE	experimental
DB08687	FG-2216	investigational
DB08688	2-Undecanone	experimental
DB08689	Ubiquinone Q1	experimental
DB08690	Ubiquinone Q2	experimental
DB08691	ethyl 3-[(E)-2-amino-1-cyanoethenyl]-6,7-dichloro-1-methyl-1H-indole-2-carboxylate	experimental
DB08692	D-1-(4-chlorophenyl)-2-(acetamido)ethane boronic acid	experimental
DB08693	L-1-(4-chlorophenyl)-2-(acetamido)ethane boronic acid	experimental
DB08694	Variolin B	experimental
DB08695	3-(4-nitrophenyl)-1H-pyrazole	experimental
DB08697	4-(2-aminoethoxy)-N-(3-chloro-5-piperidin-1-ylphenyl)-3,5-dimethylbenzamide	experimental
DB08698	1-[(3S)-5-PHENYL-3-THIOPHEN-2-YL-3H-1,4-BENZODIAZEPIN-2-YL]AZETIDIN-3-OL	experimental
DB08699	1-tert-butyl-3-(3-methylbenzyl)-1H-pyrazolo[3,4-d]pyrimidin-4-amine	experimental
DB08701	2-(3-BROMOPHENYL)-6-[(2-HYDROXYETHYL)AMINO]-1H-BENZO[DE]ISOQUINOLINE-1,3(2H)-DIONE	experimental
DB08702	2,5-DIPHENYLFURAN-3,4-DICARBOXYLIC ACID	experimental
DB08703	12-(2-hydroxyethyl)-2-(1-methylethoxy)-13,14-dihydronaphtho[2,1-a]pyrrolo[3,4-c]carbazol-5(12H)-one	experimental
DB08704	[[(3R,4R,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-(pentanoylamino)oxan-2-ylidene]amino] N-phenylcarbamate	experimental
DB08705	6-(5-BROMO-2-HYDROXYPHENYL)-2-OXO-4-PHENYL-1,2-DIHYDROPYRIDINE-3-CARBONITRILE	experimental
